drug_id,protein_id,interaction
D08749,P08749,1
D08750,P08750,0
D08751,P08751,1
D08752,P08752,0
D08753,P08753,1
D08754,P08754,0
D08755,P08755,1
D08756,P08756,0
D08757,P08757,1
D08758,P08758,0
D08759,P08759,1
D08760,P08760,0
D08761,P08761,1
D08762,P08762,0
D08763,P08763,1
D08764,P08764,0
D08765,P08765,1
D08766,P08766,0
D08767,P08767,1
D08768,P08768,0
D08769,P08769,1
D08770,P08770,0
D08771,P08771,1
D08772,P08772,0
D08773,P08773,1
D08774,P08774,0
D08775,P08775,1
D08776,P08776,0
D08777,P08777,1
D08778,P08778,0
D08779,P08779,1
D08780,P08780,0
D08781,P08781,1
D08782,P08782,0
D08783,P08783,1
D08784,P08784,0
D08785,P08785,1
D08786,P08786,0
D08787,P08787,1
D08788,P08788,0
D08789,P08789,1
D08790,P08790,0
D08791,P08791,1
D08792,P08792,0
D08793,P08793,1
D08794,P08794,0
D08795,P08795,1
D08796,P08796,0
D08797,P08797,1
D08798,P08798,0
D08799,P08799,1
D08800,P08800,0
D08801,P08801,0
D08802,P08802,1
D08803,P08803,0
D08804,P08804,1
D08805,P08805,0
D08806,P08806,1
D08807,P08807,0
D08808,P08808,1
D08809,P08809,0
D08810,P08810,1
D08811,P08811,0
D08812,P08812,1
D08813,P08813,0
D08814,P08814,1
D08815,P08815,0
D08816,P08816,1
D08817,P08817,0
D08818,P08818,1
D08819,P08819,0
D08820,P08820,1
D08821,P08821,0
D08822,P08822,1
D08823,P08823,0
D08824,P08824,1
D08825,P08825,0
D08826,P08826,1
D08827,P08827,0
D08828,P08828,1
D08829,P08829,0
D08830,P08830,1
D08831,P08831,0
D08832,P08832,1
D08833,P08833,0
D08834,P08834,1
D08835,P08835,0
D08836,P08836,1
D08837,P08837,0
D08838,P08838,1
D08839,P08839,0
D08840,P08840,1
D08841,P08841,0
D08842,P08842,1
D08843,P08843,0
D08844,P08844,1
D08845,P08845,0
D08846,P08846,1
D08847,P08847,0
D08848,P08848,1
D08849,P08849,0
D08850,P08850,1
D08851,P08851,0
D08852,P08852,1
D08853,P08853,0
D08854,P08854,1
D08855,P08855,0
D08856,P08856,1
D08857,P08857,0
D08858,P08858,1
D08859,P08859,0
D08860,P08860,1
D08861,P08861,0
D08862,P08862,1
D08863,P08863,0
D08864,P08864,1
D08865,P08865,0
D08866,P08866,1
D08867,P08867,0
D08868,P08868,1
D08869,P08869,0
D08870,P08870,1
D08871,P08871,0
D08872,P08872,1
D08873,P08873,0
D08874,P08874,1
D08875,P08875,0
D08876,P08876,1
D08877,P08877,0
D08878,P08878,1
D08879,P08879,0
D08880,P08880,1
D08881,P08881,0
D08882,P08882,1
D08883,P08883,0
D08884,P08884,1
D08885,P08885,0
D08886,P08886,1
D08887,P08887,0
D08888,P08888,1
D08889,P08889,0
D08890,P08890,1
D08891,P08891,0
D08892,P08892,1
D08893,P08893,0
D08894,P08894,1
D08895,P08895,0
D08896,P08896,1
D08897,P08897,0
D08898,P08898,1
D08899,P08899,0
D08900,P08900,1
D08901,P08901,0
D08902,P08902,1
D08903,P08903,0
D08904,P08904,1
D08905,P08905,0
D08906,P08906,1
D08907,P08907,0
D08908,P08908,1
D08909,P08909,0
D08910,P08910,1
D08911,P08911,0
D08912,P08912,1
D08913,P08913,0
D08914,P08914,1
D08915,P08915,0
D08916,P08916,1
D08917,P08917,0
D08918,P08918,1
D08919,P08919,0
D08920,P08920,1
D08921,P08921,0
D08922,P08922,0
D08923,P08923,1
D08924,P08924,0
D08925,P08925,1
D08926,P08926,0
D08927,P08927,1
D08928,P08928,0
D08929,P08929,1
D08930,P08930,0
D08931,P08931,1
D08932,P08932,0
D08933,P08933,1
D08934,P08934,0
D08935,P08935,1
D08936,P08936,0
D08937,P08937,1
D08938,P08938,0
D08939,P08939,1
D08940,P08940,0
D08941,P08941,1
D08942,P08942,0
D08943,P08943,1
D08944,P08944,0
D08945,P08945,1
D08946,P08946,0
D08947,P08947,1
D08948,P08948,0
D08949,P08949,1
D08950,P08950,0
D08951,P08951,1
D08952,P08952,0
D08953,P08953,1
D08954,P08954,0
D08955,P08955,1
D08956,P08956,0
D08957,P08957,1
D08958,P08958,0
D08959,P08959,1
D08960,P08960,0
D08961,P08961,1
D08962,P08962,0
D08963,P08963,1
D08964,P08964,0
D08965,P08965,1
D08966,P08966,0
D08967,P08967,1
D08968,P08968,0
D08969,P08969,1
D08970,P08970,0
D08971,P08971,1
D08972,P08972,0
D08973,P08973,1
D08974,P08974,0
D08975,P08975,1
D08976,P08976,0
D08977,P08977,1
D08978,P08978,0
D08979,P08979,1
D08980,P08980,0
D08981,P08981,1
D08982,P08982,0
D08983,P08983,1
D08984,P08984,0
D08985,P08985,1
D08986,P08986,0
D08987,P08987,1
D08988,P08988,0
D08989,P08989,1
D08990,P08990,0
D08991,P08991,1
D08992,P08992,0
D08993,P08993,1
D08994,P08994,0
D08995,P08995,1
D08996,P08996,0
D08997,P08997,1
D08998,P08998,0
D08999,P08999,1
D09000,P09000,0
D09001,P09001,1
D09002,P09002,0
D09003,P09003,1
D09004,P09004,0
D09005,P09005,1
D09006,P09006,0
D09007,P09007,1
D09008,P09008,0
D09009,P09009,1
D09010,P09010,0
D09011,P09011,1
D09012,P09012,0
D09013,P09013,1
D09014,P09014,0
D09015,P09015,1
D09016,P09016,1
D09017,P09017,0
D09018,P09018,1
D09019,P09019,0
D09020,P09020,1
D09021,P09021,0
D09022,P09022,1
D09023,P09023,0
D09024,P09024,1
D09025,P09025,0
D09026,P09026,1
D09027,P09027,0
D09028,P09028,1
D09029,P09029,0
D09030,P09030,1
D09031,P09031,0
D09032,P09032,1
D09033,P09033,0
D09034,P09034,1
D09035,P09035,0
D09036,P09036,1
D09037,P09037,0
D09038,P09038,1
D09039,P09039,0
D09040,P09040,1
D09041,P09041,0
D09042,P09042,1
D09043,P09043,0
D09044,P09044,1
D09045,P09045,0
D09046,P09046,1
D09047,P09047,0
D09048,P09048,1
D09049,P09049,0
D09050,P09050,1
D09051,P09051,0
D09052,P09052,1
D09053,P09053,0
D09054,P09054,1
D09055,P09055,0
D09056,P09056,1
D09057,P09057,0
D09058,P09058,1
D09059,P09059,0
D09060,P09060,1
D09061,P09061,0
D09062,P09062,1
D09063,P09063,0
D09064,P09064,1
D09065,P09065,0
D09066,P09066,1
D09067,P09067,0
D09068,P09068,1
D09069,P09069,0
D09070,P09070,1
D09071,P09071,0
D09072,P09072,1
D09073,P09073,0
D09074,P09074,1
D09075,P09075,0
D09076,P09076,1
D09077,P09077,0
D09078,P09078,1
D09079,P09079,0
D09080,P09080,1
D09081,P09081,0
D09082,P09082,1
D09083,P09083,0
D09084,P09084,1
D09085,P09085,0
D09086,P09086,1
D09087,P09087,0
D09088,P09088,1
D09089,P09089,0
D09090,P09090,1
D09091,P09091,0
D09092,P09092,1
D09093,P09093,0
D09094,P09094,1
D09095,P09095,0
D09096,P09096,1
D09097,P09097,0
D09098,P09098,1
D09099,P09099,0
D09100,P09100,1
D09101,P09101,0
D09102,P09102,1
D09103,P09103,0
D09104,P09104,1
D09105,P09105,0
D09106,P09106,1
D09107,P09107,0
D09108,P09108,1
D09109,P09109,0
D09110,P09110,1
D09111,P09111,0
D09112,P09112,1
D09113,P09113,0
D09114,P09114,1
D09115,P09115,0
D09116,P09116,1
D09117,P09117,0
D09118,P09118,1
D09119,P09119,0
D09120,P09120,1
D09121,P09121,0
D09122,P09122,1
D09123,P09123,0
D09124,P09124,1
D09125,P09125,0
D09126,P09126,1
D09127,P09127,0
D09128,P09128,1
D09129,P09129,0
D09130,P09130,1
D09131,P09131,0
D09132,P09132,1
D09133,P09133,0
D09134,P09134,1
D09135,P09135,0
D09136,P09136,1
D09137,P09137,0
D09138,P09138,1
D09139,P09139,0
D09140,P09140,1
D09141,P09141,0
D09142,P09142,1
D09143,P09143,0
D09144,P09144,1
D09145,P09145,0
D09146,P09146,1
D09147,P09147,0
D09148,P09148,1
D09149,P09149,0
D09150,P09150,1
D09151,P09151,0
D09152,P09152,1
D09153,P09153,0
D09154,P09154,1
D09155,P09155,0
D09156,P09156,1
D09157,P09157,0
D09158,P09158,1
D09159,P09159,0
D09160,P09160,1
D09161,P09161,0
D09162,P09162,1
D09163,P09163,0
D09164,P09164,1
D09165,P09165,0
D09166,P09166,1
D09167,P09167,0
D09168,P09168,1
D09169,P09169,0
D09170,P09170,1
D09171,P09171,0
D09172,P09172,1
D09173,P09173,0
D09174,P09174,1
D09175,P09175,0
D09176,P09176,1
D09177,P09177,0
D09178,P09178,1
D09179,P09179,0
D09180,P09180,1
D09181,P09181,0
D09182,P09182,1
D09183,P09183,0
D09184,P09184,1
D09185,P09185,0
D09186,P09186,1
D09187,P09187,0
D09188,P09188,1
D09189,P09189,0
D09190,P09190,1
D09191,P09191,0
D09192,P09192,1
D09193,P09193,0
D09194,P09194,1
D09195,P09195,0
D09196,P09196,1
D09197,P09197,0
D09198,P09198,1
D09199,P09199,0
D09200,P09200,1
D09201,P09201,0
D09202,P09202,1
D09203,P09203,0
D09204,P09204,1
D09205,P09205,0
D09206,P09206,1
D09207,P09207,0
D09208,P09208,1
D09209,P09209,0
D09210,P09210,1
D09211,P09211,0
D09212,P09212,1
D09213,P09213,0
D09214,P09214,1
D09215,P09215,0
D09216,P09216,1
D09217,P09217,0
D09218,P09218,1
D09219,P09219,0
D09220,P09220,1
D09221,P09221,0
D09222,P09222,1
D09223,P09223,0
D09224,P09224,1
D09225,P09225,0
D09226,P09226,1
D09227,P09227,0
D09228,P09228,1
D09229,P09229,0
D09230,P09230,1
D09231,P09231,0
D09232,P09232,1
D09233,P09233,0
D09234,P09234,1
D09235,P09235,0
D09236,P09236,1
D09237,P09237,0
D09238,P09238,1
D09239,P09239,0
D09240,P09240,1
D09241,P09241,0
D09242,P09242,1
D09243,P09243,0
D09244,P09244,1
D09245,P09245,0
D09246,P09246,1
D09247,P09247,0
D09248,P09248,1
D09249,P09249,0
D09250,P09250,1
D09251,P09251,0
D09252,P09252,1
D09253,P09253,0
D09254,P09254,1
D09255,P09255,0
D09256,P09256,1
D09257,P09257,0
D09258,P09258,1
D09259,P09259,0
D09260,P09260,1
D09261,P09261,0
D09262,P09262,1
D09263,P09263,0
D09264,P09264,1
D09265,P09265,0
D09266,P09266,1
D09267,P09267,0
D09268,P09268,1
D09269,P09269,0
D09270,P09270,1
D09271,P09271,0
D09272,P09272,1
D09273,P09273,0
D09274,P09274,1
D09275,P09275,0
D09276,P09276,1
D09277,P09277,0
D09278,P09278,1
D09279,P09279,0
D09280,P09280,1
D09281,P09281,0
D09282,P09282,1
D09283,P09283,0
D09284,P09284,0
D09285,P09285,1
D09286,P09286,0
D09287,P09287,1
D09288,P09288,0
D09289,P09289,1
D09290,P09290,0
D09291,P09291,1
D09292,P09292,0
D09293,P09293,1
D09294,P09294,0
D09295,P09295,1
D09296,P09296,0
D09297,P09297,1
D09298,P09298,0
D09299,P09299,1
D09300,P09300,0
D09301,P09301,1
D09302,P09302,0
D09303,P09303,1
D09304,P09304,0
D09305,P09305,1
D09306,P09306,0
D09307,P09307,1
D09308,P09308,0
D09309,P09309,1
D09310,P09310,0
D09311,P09311,1
D09312,P09312,0
D09313,P09313,1
D09314,P09314,1
D09315,P09315,0
D09316,P09316,1
D09317,P09317,0
D09318,P09318,1
D09319,P09319,0
D09320,P09320,1
D09321,P09321,0
D09322,P09322,1
D09323,P09323,0
D09324,P09324,1
D09325,P09325,0
D09326,P09326,1
D09327,P09327,0
D09328,P09328,1
D09329,P09329,0
D09330,P09330,1
D09331,P09331,0
D09332,P09332,1
D09333,P09333,0
D09334,P09334,1
D09335,P09335,0
D09336,P09336,1
D09337,P09337,0
D09338,P09338,1
D09339,P09339,0
D09340,P09340,1
D09341,P09341,0
D09342,P09342,1
D09343,P09343,0
D09344,P09344,1
D09345,P09345,0
D09346,P09346,1
D09347,P09347,1
D09348,P09348,0
D09349,P09349,1
D09350,P09350,0
D09351,P09351,0
D09352,P09352,1
D09353,P09353,0
D09354,P09354,1
D09355,P09355,0
D09356,P09356,1
D09357,P09357,0
D09358,P09358,1
D09359,P09359,0
D09360,P09360,1
D09361,P09361,0
D09362,P09362,1
D09363,P09363,0
D09364,P09364,1
D09365,P09365,0
D09366,P09366,1
D09367,P09367,0
D09368,P09368,1
D09369,P09369,0
D09370,P09370,1
D09371,P09371,0
D09372,P09372,1
D09373,P09373,0
D09374,P09374,1
D09375,P09375,0
D09376,P09376,1
D09377,P09377,0
D09378,P09378,1
D09379,P09379,0
D09380,P09380,1
D09381,P09381,0
D09382,P09382,1
D09383,P09383,0
D09384,P09384,1
D09385,P09385,0
D09386,P09386,1
D09387,P09387,0
D09388,P09388,1
D09389,P09389,0
D09390,P09390,1
D09391,P09391,0
D09392,P09392,1
D09393,P09393,0
D09394,P09394,1
D09395,P09395,0
D09396,P09396,1
D09397,P09397,0
D09398,P09398,1
D09399,P09399,0
D09400,P09400,1
D09401,P09401,0
D09402,P09402,1
D09403,P09403,0
D09404,P09404,1
D09405,P09405,0
D09406,P09406,1
D09407,P09407,1
D09408,P09408,0
D09409,P09409,1
D09410,P09410,0
D09411,P09411,1
D09412,P09412,0
D09413,P09413,1
D09414,P09414,0
D09415,P09415,1
D09416,P09416,0
D09417,P09417,1
D09418,P09418,0
D09419,P09419,1
D09420,P09420,0
D09421,P09421,1
D09422,P09422,0
D09423,P09423,1
D09424,P09424,0
D09425,P09425,1
D09426,P09426,0
D09427,P09427,1
D09428,P09428,0
D09429,P09429,1
D09430,P09430,0
D09431,P09431,1
D09432,P09432,0
D09433,P09433,1
D09434,P09434,0
D09435,P09435,1
D09436,P09436,0
D09437,P09437,1
D09438,P09438,0
D09439,P09439,1
D09440,P09440,0
D09441,P09441,1
D09442,P09442,0
D09443,P09443,1
D09444,P09444,0
D09445,P09445,1
D09446,P09446,0
D09447,P09447,1
D09448,P09448,0
D09449,P09449,1
D09450,P09450,0
D09451,P09451,1
D09452,P09452,0
D09453,P09453,1
D09454,P09454,0
D09455,P09455,1
D09456,P09456,0
D09457,P09457,1
D09458,P09458,0
D09459,P09459,1
D09460,P09460,0
D09461,P09461,1
D09462,P09462,0
D09463,P09463,1
D09464,P09464,0
D09465,P09465,1
D09466,P09466,0
D09467,P09467,1
D09468,P09468,0
D09469,P09469,1
D09470,P09470,0
D09471,P09471,1
D09472,P09472,0
D09473,P09473,1
D09474,P09474,0
D09475,P09475,1
D09476,P09476,0
D09477,P09477,1
D09478,P09478,0
D09479,P09479,1
D09480,P09480,0
D09481,P09481,1
D09482,P09482,0
D09483,P09483,1
D09484,P09484,0
D09485,P09485,1
D09486,P09486,0
D09487,P09487,1
D09488,P09488,0
D09489,P09489,1
D09490,P09490,0
D09491,P09491,1
D09492,P09492,0
D09493,P09493,1
D09494,P09494,0
D09495,P09495,1
D09496,P09496,0
D09497,P09497,1
D09498,P09498,0
D09499,P09499,1
D09500,P09500,0
D09501,P09501,1
D09502,P09502,0
D09503,P09503,1
D09504,P09504,0
D09505,P09505,1
D09506,P09506,0
D09507,P09507,1
D09508,P09508,0
D09509,P09509,1
D09510,P09510,0
D09511,P09511,1
D09512,P09512,0
D09513,P09513,1
D09514,P09514,0
D09515,P09515,1
D09516,P09516,0
D09517,P09517,1
D09518,P09518,0
D09519,P09519,1
D09520,P09520,0
D09521,P09521,1
D09522,P09522,0
D09523,P09523,1
D09524,P09524,0
D09525,P09525,1
D09526,P09526,0
D09527,P09527,1
D09528,P09528,0
D09529,P09529,1
D09530,P09530,0
D09531,P09531,1
D09532,P09532,0
D09533,P09533,1
D09534,P09534,0
D09535,P09535,1
D09536,P09536,0
D09537,P09537,1
D09538,P09538,0
D09539,P09539,1
D09540,P09540,0
D09541,P09541,1
D09542,P09542,0
D09543,P09543,1
D09544,P09544,0
D09545,P09545,1
D09546,P09546,0
D09547,P09547,1
D09548,P09548,0
D09549,P09549,1
D09550,P09550,0
D09551,P09551,1
D09552,P09552,0
D09553,P09553,1
D09554,P09554,0
D09555,P09555,1
D09556,P09556,0
D09557,P09557,1
D09558,P09558,0
D09559,P09559,1
D09560,P09560,0
D09561,P09561,1
D09562,P09562,0
D09563,P09563,1
D09564,P09564,0
D09565,P09565,1
D09566,P09566,0
D09567,P09567,1
D09568,P09568,0
D09569,P09569,1
D09570,P09570,0
D09571,P09571,1
D09572,P09572,0
D09573,P09573,1
D09574,P09574,0
D09575,P09575,1
D09576,P09576,0
D09577,P09577,1
D09578,P09578,0
D09579,P09579,1
D09580,P09580,0
D09581,P09581,1
D09582,P09582,0
D09583,P09583,1
D09584,P09584,0
D09585,P09585,1
D09586,P09586,0
D09587,P09587,1
D09588,P09588,0
D09589,P09589,1
D09590,P09590,0
D09591,P09591,1
D09592,P09592,0
D09593,P09593,1
D09594,P09594,0
D09595,P09595,1
D09596,P09596,0
D09597,P09597,1
D09598,P09598,0
D09599,P09599,1
D09600,P09600,0
D09601,P09601,1
D09602,P09602,0
D09603,P09603,1
D09604,P09604,0
D09605,P09605,1
D09606,P09606,0
D09607,P09607,1
D09608,P09608,0
D09609,P09609,1
D09610,P09610,0
D09611,P09611,1
D09612,P09612,0
D09613,P09613,1
D09614,P09614,0
D09615,P09615,1
D09616,P09616,0
D09617,P09617,1
D09618,P09618,0
D09619,P09619,1
D09620,P09620,0
D09621,P09621,1
D09622,P09622,0
D09623,P09623,1
D09624,P09624,0
D09625,P09625,1
D09626,P09626,0
D09627,P09627,1
D09628,P09628,0
D09629,P09629,1
D09630,P09630,0
D09631,P09631,1
D09632,P09632,0
D09633,P09633,1
D09634,P09634,0
D09635,P09635,1
D09636,P09636,0
D09637,P09637,1
D09638,P09638,0
D09639,P09639,1
D09640,P09640,0
D09641,P09641,1
D09642,P09642,0
D09643,P09643,1
D09644,P09644,0
D09645,P09645,1
D09646,P09646,0
D09647,P09647,1
D09648,P09648,0
D09649,P09649,1
D09650,P09650,0
D09651,P09651,1
D09652,P09652,0
D09653,P09653,1
D09654,P09654,0
D09655,P09655,1
D09656,P09656,0
D09657,P09657,1
D09658,P09658,0
D09659,P09659,1
D09660,P09660,0
D09661,P09661,1
D09662,P09662,0
D09663,P09663,1
D09664,P09664,0
D09665,P09665,1
D09666,P09666,0
D09667,P09667,1
D09668,P09668,0
D09669,P09669,1
D09670,P09670,0
D09671,P09671,1
D09672,P09672,0
D09673,P09673,1
D09674,P09674,0
D09675,P09675,1
D09676,P09676,0
D09677,P09677,1
D09678,P09678,0
D09679,P09679,1
D09680,P09680,0
D09681,P09681,1
D09682,P09682,0
D09683,P09683,1
D09684,P09684,1
D09685,P09685,0
D09686,P09686,1
D09687,P09687,0
D09688,P09688,1
D09689,P09689,0
D09690,P09690,1
D09691,P09691,0
D09692,P09692,1
D09693,P09693,0
D09694,P09694,1
D09695,P09695,0
D09696,P09696,1
D09697,P09697,0
D09698,P09698,1
D09699,P09699,0
D09700,P09700,1
D09701,P09701,1
D09702,P09702,0
D09703,P09703,1
D09704,P09704,0
D09705,P09705,1
D09706,P09706,0
D09707,P09707,1
D09708,P09708,0
D09709,P09709,1
D09710,P09710,0
D09711,P09711,1
D09712,P09712,0
D09713,P09713,1
D09714,P09714,0
D09715,P09715,1
D09716,P09716,0
D09717,P09717,1
D09718,P09718,0
D09719,P09719,1
D09720,P09720,0
D09721,P09721,1
D09722,P09722,1
D09723,P09723,0
D09724,P09724,1
D09725,P09725,0
D09726,P09726,1
D09727,P09727,0
D09728,P09728,1
D09729,P09729,0
D09730,P09730,1
D09731,P09731,0
D09732,P09732,1
D09733,P09733,0
D09734,P09734,1
D09735,P09735,0
D09736,P09736,1
D09737,P09737,0
D09738,P09738,1
D09739,P09739,0
D09740,P09740,1
D09741,P09741,0
D09742,P09742,1
D09743,P09743,0
D09744,P09744,1
D09745,P09745,0
D09746,P09746,1
D09747,P09747,0
D09748,P09748,1
D09749,P09749,0
D09750,P09750,1
D09751,P09751,0
D09752,P09752,1
D09753,P09753,0
D09754,P09754,1
D09755,P09755,0
D09756,P09756,1
D09757,P09757,0
D09758,P09758,1
D09759,P09759,0
D09760,P09760,1
D09761,P09761,0
D09762,P09762,1
D09763,P09763,0
D09764,P09764,1
D09765,P09765,0
D09766,P09766,1
D09767,P09767,0
D09768,P09768,1
D09769,P09769,0
D09770,P09770,1
D09771,P09771,0
D09772,P09772,1
D09773,P09773,0
D09774,P09774,1
D09775,P09775,0
D09776,P09776,1
D09777,P09777,0
D09778,P09778,1
D09779,P09779,0
D09780,P09780,1
D09781,P09781,0
D09782,P09782,1
D09783,P09783,0
D09784,P09784,1
D09785,P09785,1
D09786,P09786,0
D09787,P09787,1
D09788,P09788,0
D09789,P09789,1
D09790,P09790,0
D09791,P09791,1
D09792,P09792,0
D09793,P09793,1
D09794,P09794,0
D09795,P09795,1
D09796,P09796,0
D09797,P09797,1
D09798,P09798,0
D09799,P09799,1
D09800,P09800,0
D09801,P09801,1
D09802,P09802,0
D09803,P09803,1
D09804,P09804,0
D09805,P09805,1
D09806,P09806,0
D09807,P09807,1
D09808,P09808,0
D09809,P09809,1
D09810,P09810,0
D09811,P09811,1
D09812,P09812,0
D09813,P09813,1
D09814,P09814,0
D09815,P09815,0
D09816,P09816,1
D09817,P09817,0
D09818,P09818,1
D09819,P09819,0
D09820,P09820,1
D09821,P09821,0
D09822,P09822,1
D09823,P09823,0
D09824,P09824,1
D09825,P09825,0
D09826,P09826,1
D09827,P09827,0
D09828,P09828,1
D09829,P09829,0
D09830,P09830,1
D09831,P09831,0
D09832,P09832,1
D09833,P09833,0
D09834,P09834,1
D09835,P09835,0
D09836,P09836,1
D09837,P09837,0
D09838,P09838,1
D09839,P09839,0
D09840,P09840,1
D09841,P09841,0
D09842,P09842,1
D09843,P09843,0
D09844,P09844,1
D09845,P09845,0
D09846,P09846,1
D09847,P09847,0
D09848,P09848,1
D09849,P09849,0
D09850,P09850,1
D09851,P09851,0
D09852,P09852,1
D09853,P09853,0
D09854,P09854,1
D09855,P09855,0
D09856,P09856,1
D09857,P09857,0
D09858,P09858,1
D09859,P09859,0
D09860,P09860,1
D09861,P09861,0
D09862,P09862,1
D09863,P09863,0
D09864,P09864,1
D09865,P09865,0
D09866,P09866,1
D09867,P09867,0
D09868,P09868,0
D09869,P09869,1
D09870,P09870,0
D09871,P09871,1
D09872,P09872,0
D09873,P09873,1
D09874,P09874,0
D09875,P09875,1
D09876,P09876,0
D09877,P09877,1
D09878,P09878,0
D09879,P09879,1
D09880,P09880,0
D09881,P09881,1
D09882,P09882,0
D09883,P09883,1
D09884,P09884,0
D09885,P09885,1
D09886,P09886,0
D09887,P09887,1
D09888,P09888,0
D09889,P09889,1
D09890,P09890,0
D09891,P09891,1
D09892,P09892,0
D09893,P09893,1
D09894,P09894,0
D09895,P09895,1
D09896,P09896,0
D09897,P09897,1
D09898,P09898,0
D09899,P09899,1
D09900,P09900,0
D09901,P09901,1
D09902,P09902,0
D09903,P09903,1
D09904,P09904,0
D09905,P09905,1
D09906,P09906,0
D09907,P09907,1
D09908,P09908,0
D09909,P09909,1
D09910,P09910,1
D09911,P09911,0
D09912,P09912,1
D09913,P09913,0
D09914,P09914,1
D09915,P09915,0
D09916,P09916,1
D09917,P09917,0
D09918,P09918,1
D09919,P09919,0
D09920,P09920,1
D09921,P09921,0
D09922,P09922,1
D09923,P09923,0
D09924,P09924,1
D09925,P09925,0
D09926,P09926,1
D09927,P09927,0
D09928,P09928,1
D09929,P09929,0
D09930,P09930,1
D09931,P09931,0
D09932,P09932,1
D09933,P09933,0
D09934,P09934,1
D09935,P09935,0
D09936,P09936,1
D09937,P09937,0
D09938,P09938,1
D09939,P09939,0
D09940,P09940,1
D09941,P09941,0
D09942,P09942,1
D09943,P09943,0
D09944,P09944,1
D09945,P09945,0
D09946,P09946,1
D09947,P09947,0
D09948,P09948,1
D09949,P09949,0
D09950,P09950,1
D09951,P09951,0
D09952,P09952,1
D09953,P09953,0
D09954,P09954,1
D09955,P09955,0
D09956,P09956,1
D09957,P09957,0
D09958,P09958,1
D09959,P09959,0
D09960,P09960,1
D09961,P09961,0
D09962,P09962,1
D09963,P09963,0
D09964,P09964,1
D09965,P09965,0
D09966,P09966,1
D09967,P09967,0
D09968,P09968,1
D09969,P09969,0
D09970,P09970,1
D09971,P09971,0
D09972,P09972,1
D09973,P09973,0
D09974,P09974,1
D09975,P09975,0
D09976,P09976,1
D09977,P09977,0
D09978,P09978,1
D09979,P09979,0
D09980,P09980,1
D09981,P09981,0
D09982,P09982,1
D09983,P09983,0
D09984,P09984,1
D09985,P09985,0
D09986,P09986,1
D09987,P09987,0
D09988,P09988,1
D09989,P09989,0
D09990,P09990,1
D09991,P09991,0
D09992,P09992,1
D09993,P09993,0
D09994,P09994,1
D09995,P09995,0
D09996,P09996,1
D09997,P09997,0
D09998,P09998,0
D09999,P09999,1
D10000,P10000,0
D10001,P10001,1
D10002,P10002,0
D10003,P10003,1
D10004,P10004,0
D10005,P10005,1
D10006,P10006,0
D10007,P10007,1
D10008,P10008,0
D10009,P10009,1
D10010,P10010,0
D10011,P10011,1
D10012,P10012,0
D10013,P10013,1
D10014,P10014,0
D10015,P10015,1
D10016,P10016,0
D10017,P10017,1
D10018,P10018,0
D10019,P10019,1
D10020,P10020,0
D10021,P10021,1
D10022,P10022,0
D10023,P10023,1
D10024,P10024,0
D10025,P10025,1
D10026,P10026,0
D10027,P10027,1
D10028,P10028,0
D10029,P10029,1
D10030,P10030,0
D10031,P10031,1
D10032,P10032,0
D10033,P10033,1
D10034,P10034,0
D10035,P10035,1
D10036,P10036,0
D10037,P10037,1
D10038,P10038,0
D10039,P10039,1
D10040,P10040,0
D10041,P10041,1
D10042,P10042,0
D10043,P10043,1
D10044,P10044,0
D10045,P10045,1
D10046,P10046,0
D10047,P10047,1
D10048,P10048,0
D10049,P10049,1
D10050,P10050,0
D10051,P10051,1
D10052,P10052,0
D10053,P10053,1
D10054,P10054,0
D10055,P10055,1
D10056,P10056,0
D10057,P10057,1
D10058,P10058,0
D10059,P10059,1
D10060,P10060,0
D10061,P10061,1
D10062,P10062,0
D10063,P10063,1
D10064,P10064,0
D10065,P10065,1
D10066,P10066,0
D10067,P10067,1
D10068,P10068,0
D10069,P10069,1
D10070,P10070,0
D10071,P10071,1
D10072,P10072,0
D10073,P10073,1
D10074,P10074,0
D10075,P10075,1
D10076,P10076,0
D10077,P10077,1
D10078,P10078,0
D10079,P10079,0
D10080,P10080,1
D10081,P10081,0
D10082,P10082,1
D10083,P10083,0
D10084,P10084,1
D10085,P10085,0
D10086,P10086,1
D10087,P10087,0
D10088,P10088,1
D10089,P10089,0
D10090,P10090,1
D10091,P10091,0
D10092,P10092,1
D10093,P10093,0
D10094,P10094,1
D10095,P10095,0
D10096,P10096,1
D10097,P10097,0
D10098,P10098,1
D10099,P10099,0
D10100,P10100,1
D10101,P10101,0
D10102,P10102,1
D10103,P10103,0
D10104,P10104,1
D10105,P10105,0
D10106,P10106,1
D10107,P10107,0
D10108,P10108,1
D10109,P10109,0
D10110,P10110,1
D10111,P10111,0
D10112,P10112,1
D10113,P10113,0
D10114,P10114,1
D10115,P10115,0
D10116,P10116,1
D10117,P10117,0
D10118,P10118,1
D10119,P10119,0
D10120,P10120,1
D10121,P10121,0
D10122,P10122,1
D10123,P10123,0
D10124,P10124,0
D10125,P10125,1
D10126,P10126,0
D10127,P10127,1
D10128,P10128,0
D10129,P10129,1
D10130,P10130,0
D10131,P10131,1
D10132,P10132,0
D10133,P10133,1
D10134,P10134,0
D10135,P10135,1
D10136,P10136,0
D10137,P10137,1
D10138,P10138,0
D10139,P10139,1
D10140,P10140,0
D10141,P10141,1
D10142,P10142,0
D10143,P10143,1
D10144,P10144,0
D10145,P10145,1
D10146,P10146,0
