protein_id,sequence
P04816,Q14432
P04817,Q8IYQ7
P04818,Q8XJ01
P04819,P29972
P04820,P18089
P04821,P23416
P04822,Q8TCU5
P04823,O67854
P04824,P47989
P04825,Q9HCR9
P04826,P18507
P04827,P35367
P04828,Q01959
P04829,P10902
P04830,P12235
P04831,P24228
P04832,P35367
P04833,Q70Z44
P04834,P17735
P04835,P03176
P04836,P41595
P04837,P01023
P04838,P36544
P04839,P0A3M5
P04840,P21917
P04841,Q14749
P04842,P04626
P04843,P18089
P04844,O43776
P04845,P36021
P04846,Q15111
P04847,Q8DNB6
P04848,P21266
P04849,P23219
P04850,P08709
P04851,Q8N1C3
P04852,P30874
P04853,P15056
P04854,P05129
P04855,P06276
P04856,P28223
P04857,P34903
P04858,P51812
P04859,P0AD68
P04860,P06850
P04861,P28223
P04862,P48651
P04863,P00750
P04864,Q8NFA2
P04865,P10275
P04866,P16233
P04867,Q15822
P04868,P41594
P04869,Q13621
P04870,P08174
P04871,P28472
P04872,Q07343
P04873,P22001
P04874,Q9P2J5
P04875,P47870
P04876,P45381
P04877,P43681
P04878,P54368
P04879,O14920
P04880,Q96EM0
P04881,P25101
P04882,P09467
P04883,P21917
P04884,Q9H252
P04885,P14867
P04886,P14555
P04887,P28335
P04888,P43155
P04889,P0A3M6
P04890,P04818
P04891,P00915
P04892,O60391
P04893,P28472
P04894,P06850
P04895,P13945
P04896,P14780
P04897,P0A7S3
P04898,Q9NYR8
P04899,P00734
P04900,Q5JTZ9
P04901,P35368
P04902,P42263
P04903,P08912
P04904,P53608
P04905,Q16853
P04906,P09063
P04907,P43702
P04908,O60488
P04909,P07550
P04910,P30872
P04911,P05771
P04912,P51160
P04913,P28472
P04914,Q13698
P04915,O14746
P04916,P13843
P04917,Q9S427
P04918,Q8NET8
P04919,P23975
P04920,P72524
P04921,P35367
P04922,O60294
P04923,P30518
P04924,Q9NY59
P04925,P28335
P04926,O60909
P04927,P10275
P04928,P00813
P04929,Q16445
P04930,O14764
P04931,P34903
P04932,P47898
P04933,P35462
P04934,P0A7R5
P04935,Q05940
P04936,Q9Y697
P04937,O00519
P04938,P41439
P04939,P21728
P04940,P07437
P04941,P43119
P04942,P46439
P04943,P35368
P04944,P05165
P04945,P35368
P04946,P41145
P04947,Q5SHN7
P04948,O43772
P04949,Q7CRA4
P04950,Q14643
P04951,Q9GZZ6
P04952,P23975
P04953,O15460
P04954,P07949
P04955,P35354
P04956,P04746
P04957,P51170
P04958,P07814
P04959,P28222
P04960,Q9H6Z9
P04961,Q9H169
P04962,Q9NY46
P04963,Q9UN88
P04964,P05556
P04965,P55017
P04966,Q6NUM9
P04967,P10613
P04968,P34972
P04969,P35916
P04970,P35462
P04971,O15554
P04972,P40859
P04973,Q13126
P04974,P04083
P04975,P18825
P04976,P60880
P04977,P08913
P04978,Q9Y289
P04979,P35498
P04980,P22455
P04981,P78334
P04982,Q9NY47
P04983,Q8DR59
P04984,P0AAI5
P04985,P08243
P04986,P17948
P04987,O14764
P04988,P04070
P04989,P48169
P04990,P30825
P04991,P25024
P04992,P05141
P04993,P06126
P04994,P30968
P04995,P13716
P04996,P28472
P04997,P53597
P04998,P60725
P04999,P09250
P05000,P08913
P05001,P14770
P05002,P23975
P05003,P50281
P05004,P11388
P05005,P29475
P05006,Q8N1C3
P05007,O95180
P05008,P13922
P05009,P20839
P05010,Q16445
P05011,P26447
P05012,P20309
P05013,O95644
P05014,P29166
P05015,P02751
P05016,P13995
P05017,P27907
P05018,P04818
P05019,P09467
P05020,Q9NWM0
P05021,Q9X6V3
P05022,P13631
P05023,Q8N142
P05024,P18505
P05025,P07327
P05026,Q9UDX3
P05027,P50859
P05028,P14416
P05029,O95865
P05030,P34896
P05031,Q9UQQ2
P05032,P23219
P05033,P19113
P05034,P07550
P05035,P28702
P05036,P25103
P05037,P25963
P05038,P08908
P05039,P08697
P05040,P13945
P05041,P77967
P05042,P03372
P05043,Q8TE23
P05044,P14780
P05045,P0A7R5
P05046,P04150
P05047,Q58L87
P05048,P08913
P05049,P14625
P05050,P08172
P05051,O94788
P05052,P08913
P05053,P08729
P05054,P21397
P05055,Q59961
P05056,P35348
P05057,Q16647
P05058,O15382
P05059,Q8NBN7
P05060,P20648
P05061,P06756
P05062,P47870
P05063,A9UF02
P05064,P21918
P05065,Q93088
P05066,P08913
P05067,Q92637
P05068,P22748
P05069,P62508
P05070,P27338
P05071,P54368
P05072,P14867
P05073,Q07954
P05074,P59768
P05075,P00797
P05076,P21917
P05077,P02675
P05078,P29317
P05079,Q9BYV1
P05080,P35372
P05081,O60512
P05082,P21890
P05083,O00459
P05084,Q96RJ0
P05085,P21796
P05086,P41143
P05087,P61278
P05088,P34995
P05089,P16109
P05090,Q8TCU5
P05091,Q9UMX2
P05092,P54219
P05093,P16410
P05094,P10826
P05095,P05165
P05096,P51788
P05097,Q8TET4
P05098,P04626
P05099,Q9NWM0
P05100,P06276
P05101,P09238
P05102,P0A8V2
P05103,P04229
P05104,P08172
P05105,Q05932
P05106,Q8TCT1
P05107,Q05486
P05108,P08588
P05109,O15270
P05110,P22748
P05111,P53597
P05112,P51681
P05113,P18314
P05114,O60882
P05115,Q15046
P05116,P35368
P05117,P11310
P05118,P28222
P05119,P0A7X3
P05120,P35348
P05121,Q7RTV2
P05122,P11229
P05123,P00747
P05124,P00533
P05125,P12081
P05126,P30939
P05127,P49721
P05128,Q9H3N8
P05129,O95180
P05130,P47869
P05131,P07814
P05132,O43272
P05133,P11309
P05134,P31645
P05135,O60931
P05136,Q01959
P05137,Q9NR96
P05138,Q9NR96
P05139,Q14721
P05140,Q8N1C3
P05141,P98194
P05142,Q54873
P05143,P36021
P05144,Q8DR59
P05145,O95363
P05146,Q99624
P05147,P19021
P05148,P00915
P05149,P0A6J8
P05150,P47870
P05151,P23284
P05152,P07550
P05153,P00582
P05154,P06715
P05155,P24941
P05156,P12931
P05157,P45844
P05158,O00180
P05159,Q13131
P05160,Q53ET4
P05161,O95298
P05162,P48169
P05163,P48167
P05164,P08588
P05165,P41595
P05166,P18505
P05167,Q9NSA0
P05168,P04150
P05169,O75911
P05170,P09917
P05171,P03372
P05172,P20309
P05173,P18847
P05174,P02585
P05175,Q8TDS4
P05176,Q9UN88
P05177,P30405
P05178,P41143
P05179,P13500
P05180,P08588
P05181,P21964
P05182,P21728
P05183,P55809
P05184,P43119
P05185,P42336
P05186,P11229
P05187,P07741
P05188,P61073
P05189,P31645
P05190,P18507
P05191,P34897
P05192,P14867
P05193,Q96NR8
P05194,O60391
P05195,Q9ULC6
P05196,P29475
P05197,P29475
P05198,P41145
P05199,P06126
P05200,P13945
P05201,P09960
P05202,P34969
P05203,P13843
P05204,P17812
P05205,O95831
P05206,P18505
P05207,P05023
P05208,P23975
P05209,Q9Y234
P05210,P28335
P05211,Q16515
P05212,P0AD68
P05213,P17540
P05214,P14324
P05215,P01375
P05216,Q06432
P05217,P02649
P05218,Q14123
P05219,P16083
P05220,Q15842
P05221,A2QLK4
P05222,P08173
P05223,P00374
P05224,Q9NR19
P05225,O14646
P05226,Q7Z2W7
P05227,P48651
P05228,P23219
P05229,P05362
P05230,Q27738
P05231,Q54873
P05232,P41595
P05233,P46098
P05234,P17802
P05235,P04004
P05236,P47869
P05237,Q5SHN7
P05238,P35368
P05239,O15460
P05240,Q27738
P05241,Q9Y2Z4
P05242,O00329
P05243,P51812
P05244,P00918
P05245,P35408
P05246,Q9Y233
P05247,P04004
P05248,P43166
P05249,P25116
P05250,P21918
P05251,P26951
P05252,P00533
P05253,Q16647
P05254,P14416
P05255,P23297
P05256,P03372
P05257,P42357
P05258,P28221
P05259,Q8IWT1
P05260,P35372
P05261,P27487
P05262,P09210
P05263,P30926
P05264,P14416
P05265,P62993
P05266,P23219
P05267,P08243
P05268,Q9H228
P05269,P23381
P05270,Q9NY47
P05271,P09693
P05272,P14867
P05273,Q5JVS0
P05274,P22637
P05275,P23219
P05276,P0AD65
P05277,Q9BXJ7
P05278,P35348
P05279,Q9Y2D0
P05280,P41595
P05281,P06746
P05282,Q04828
P05283,O15379
P05284,P03176
P05285,Q9NZK7
P05286,P30536
P05287,P47712
P05288,P28222
P05289,P17252
P05290,Q8DNB6
P05291,P49257
P05292,Q9HCR9
P05293,P14416
P05294,P14867
P05295,P06239
P05296,Q15822
P05297,P04271
P05298,Q12879
P05299,P49228
P05300,P05166
P05301,P31994
P05302,P42345
P05303,P55157
P05304,P28335
P05305,Q86VB7
P05306,P25100
P05307,Q07869
P05308,Q08493
P05309,P41180
P05310,P47869
P05311,P15153
P05312,Q9Y5Y9
P05313,Q94655
P05314,A8MPY1
P05315,P0A3M6
P05316,P18825
P05317,Q9Y234
P05318,P35228
P05319,P0A7U3
P05320,Q9Y5Y4
P05321,P05108
P05322,Q8N1C3
P05323,Q969G6
P05324,P31644
P05325,Q99643
P05326,P50052
P05327,Q75Y35
P05328,Q13131
P05329,P14416
P05330,P0ADY7
P05331,P41145
P05332,P62942
P05333,P43115
P05334,O15374
P05335,P23219
P05336,O60488
P05337,P08908
P05338,P24093
P05339,O14764
P05340,P35916
P05341,Q99928
P05342,P29475
P05343,P28222
P05344,P0C278
P05345,Q99720
P05346,O60512
P05347,P08908
P05348,P23975
P05349,P28566
P05350,Q9NS85
P05351,P20309
P05352,A2QLK4
P05353,P42261
P05354,O15554
P05355,P18858
P05356,P35462
P05357,P0A8T7
P05358,P18505
P05359,P20648
P05360,P08912
P05361,P08514
P05362,P21728
P05363,P12461
P05364,P35368
P05365,P23763
P05366,P28593
P05367,P48048
P05368,P41145
P05369,P67775
P05370,P35367
P05371,P14543
P05372,P28222
P05373,P08243
P05374,P18507
P05375,P48029
P05376,P09619
P05377,Q8WWQ8
P05378,P11229
P05379,P32297
P05380,Q13621
P05381,Q9NS40
P05382,P47869
P05383,P22460
P05384,P42262
P05385,Q9Y5Y9
P05386,P43702
P05387,P00352
P05388,P16502
P05389,P0AD63
P05390,Q9Y233
P05391,P08263
P05392,P08588
P05393,P04150
P05394,P05107
P05395,P48637
P05396,P47869
P05397,P49228
P05398,Q06AK7
P05399,P12931
P05400,P41145
P05401,O15374
P05402,P00918
P05403,P00750
P05404,P35968
P05405,P61626
P05406,Q01064
P05407,Q9H252
P05408,Q15858
P05409,P23415
P05410,P31645
P05411,P25100
P05412,P32297
P05413,P50406
P05414,P18405
P05415,P35916
P05416,P31213
P05417,Q9NZV8
P05418,P35218
P05419,P00720
P05420,Q13936
P05421,P22413
P05422,Q92781
P05423,P05546
P05424,Q86YB8
P05425,P0C002
P05426,Q9GZZ6
P05427,P24385
P05428,Q08289
P05429,P15291
P05430,P37288
P05431,P54289
P05432,P35354
P05433,Q92206
P05434,O75746
P05435,Q9UKV0
P05436,P17948
P05437,Q99250
P05438,Q07806
P05439,Q8TCC7
P05440,P25100
P05441,Q96RP8
P05442,P40261
P05443,Q9UJT0
P05444,Q9UM73
P05445,P28472
P05446,Q9Y5R2
P05447,Q12809
P05448,P55792
P05449,P04293
P05450,P54802
P05451,P35372
P05452,P41595
P05453,P08172
P05454,P20645
P05455,Q14643
P05456,Q969G6
P05457,P13569
P05458,O43741
P05459,P41145
P05460,P42263
P05461,P0A7J6
P05462,P04035
P05463,P76577
P05464,P47901
P05465,O60512
P05466,P49327
P05467,P08913
P05468,Q8MU52
P05469,P12268
P05470,P04293
P05471,Q51504
P05472,P06737
P05473,P47869
P05474,P48048
P05475,P25021
P05476,O43570
P05477,P41439
P05478,Q9UBN7
P05479,P35367
P05480,P13196
P05481,P35499
P05482,O15270
P05483,P18825
P05484,O14832
P05485,P13196
P05486,P06126
P05487,P03372
P05488,P16070
P05489,P08173
P05490,P63027
P05491,P34903
P05492,P25101
P05493,Q9Y2J8
P05494,Q99928
P05495,P17802
P05496,P25100
P05497,P54750
P05498,P10276
P05499,P37747
P05500,P13945
P05501,P62580
P05502,P01375
P05503,P00450
P05504,P51649
P05505,P18510
P05506,P25100
P05507,Q9H015
P05508,P34903
P05509,P16435
P05510,P41143
P05511,Q9H244
P05512,P41145
P05513,P14784
P05514,P24046
P05515,P05120
P05516,P35913
P05517,Q13370
P05518,A8MPY1
P05519,P05023
P05520,P30968
P05521,P43116
P05522,Q9QNF7
P05523,P41250
P05524,P36544
P05525,Q9NS18
P05526,Q9NPA2
P05527,P98164
P05528,P35348
P05529,O95180
P05530,P35368
P05531,O15528
P05532,P54750
P05533,Q15822
P05534,P08173
P05535,P30536
P05536,P12676
P05537,A5X5Y0
P05538,P04293
P05539,Q04844
P05540,P35372
P05541,P08235
P05542,Q13621
P05543,Q72874
P05544,P08908
P05545,P08246
P05546,O43741
P05547,P18850
P05548,P00915
P05549,P0A3M5
P05550,O90777
P05551,Q04844
P05552,Q08493
P05553,P43088
P05554,Q13315
P05555,P21890
P05556,P21917
P05557,P05120
P05558,P11473
P05559,P35869
P05560,P14780
P05561,O60658
P05562,P34903
P05563,P49228
P05564,P18507
P05565,P14555
P05566,Q13621
P05567,Q9Y234
P05568,Q9H4B7
P05569,Q18BX5
P05570,Q8N1C3
P05571,P67775
P05572,P35367
P05573,Q8NFA2
P05574,P0A7S3
P05575,P41595
P05576,P00915
P05577,P23469
P05578,P35354
P05579,Q89ZI2
P05580,P0ADY7
P05581,Q9UDX4
P05582,Q9P0X4
P05583,O43451
P05584,P29275
P05585,P42684
P05586,Q9Y5Y9
P05587,P41180
P05588,P35367
P05589,P40306
P05590,P35372
P05591,Q03154
P05592,P09917
P05593,O15111
P05594,P06276
P05595,P07204
P05596,Q9NSA2
P05597,P01106
P05598,P41145
P05599,P54577
P05600,P08588
P05601,O60895
P05602,Q09428
P05603,Q8WTV0
P05604,Q9H3N8
P05605,P49841
P05606,P08908
P05607,P40859
P05608,Q7CRA4
P05609,P18846
P05610,Q14524
P05611,P39900
P05612,P18505
P05613,P14324
P05614,Q01959
P05615,Q07699
P05616,P08506
P05617,P29034
P05618,P28223
P05619,A2QLK4
P05620,P52209
P05621,P10276
P05622,P08174
P05623,Q15067
P05624,Q9Y3R4
P05625,P01920
P05626,P18825
P05627,Q9NYX4
P05628,P31644
P05629,Q96DP5
P05630,P38606
P05631,Q32P28
P05632,P14218
P05633,P63027
P05634,P12931
P05635,P31153
P05636,P11473
P05637,Q14571
P05638,P35348
P05639,P42971
P05640,P30542
P05641,P58558
P05642,O75469
P05643,Q09428
P05644,O67854
P05645,P43115
P05646,P41595
P05647,O43681
P05648,P78334
P05649,P30518
P05650,P01375
P05651,Q9H2X9
P05652,P35367
P05653,P08620
P05654,Q14573
P05655,Q9UQQ2
P05656,P07550
P05657,P18850
P05658,P10613
P05659,P35520
P05660,P10276
P05661,P24046
P05662,Q9Y2Q3
P05663,Q15046
P05664,P44469
P05665,P07003
P05666,P05327
P05667,Q7L5Y9
P05668,O14764
P05669,P50859
P05670,P25100
P05671,O95477
P05672,P04293
P05673,P18314
P05674,P20309
P05675,P30874
P05676,Q01064
P05677,P21589
P05678,Q8IVL5
P05679,O14939
P05680,P28221
P05681,Q01118
P05682,P35354
P05683,Q5T1J1
P05684,P35346
P05685,P50747
P05686,P08172
P05687,O43923
P05688,P34903
P05689,Q04844
P05690,P01375
P05691,P0AEB3
P05692,P37231
P05693,P30711
P05694,Q9NY46
P05695,P35499
P05696,P41595
P05697,Q16620
P05698,P11388
P05699,P50281
P05700,O15399
P05701,P15104
P05702,Q13224
P05703,P19652
P05704,P47869
P05705,Q9NSA0
P05706,Q13224
P05707,P44469
P05708,P28221
P05709,P35462
P05710,P42684
P05711,Q51225
P05712,P34903
P05713,P31994
P05714,P18089
P05715,P01130
P05716,Q02880
P05717,Q8NFA2
P05718,Q12797
P05719,P0A0N4
P05720,P29275
P05721,P30531
P05722,P18089
P05723,P17252
P05724,P42330
P05725,P22001
P05726,P78334
P05727,Q9UGI6
P05728,P32297
P05729,Q53707
P05730,P50406
P05731,O43681
P05732,O60669
P05733,P54619
P05734,Q9AGP8
P05735,P21462
P05736,P10275
P05737,Q9BXI2
P05738,P35367
P05739,P04156
P05740,Q12809
P05741,Q05901
P05742,P42262
P05743,Q9H2M3
P05744,P09917
P05745,P16220
P05746,P07550
P05747,P21281
P05748,Q9Y277
P05749,P0A0K8
P05750,P41145
P05751,Q9P0X4
P05752,Q9BY66
P05753,P00807
P05754,Q9Y5Y4
P05755,P06732
P05756,P35499
P05757,Q75Y35
P05758,P78540
P05759,P22637
P05760,P43700
P05761,P12256
P05762,P08235
P05763,P46925
P05764,O95180
P05765,P0A7V3
P05766,P13945
P05767,Q8NG66
P05768,P18089
P05769,Q8N8R3
P05770,P28221
P05771,Q13393
P05772,Q72547
P05773,P0AC13
P05774,P11229
P05775,P05165
P05776,P35367
P05777,P26951
P05778,P06276
P05779,P09917
P05780,P06149
P05781,P14780
P05782,P35462
P05783,Q8TED1
P05784,Q72874
P05785,P02787
P05786,P00325
P05787,P22894
P05788,O00591
P05789,P04275
P05790,P14867
P05791,Q9Y2U5
P05792,P23975
P05793,Q9NR82
P05794,P24557
P05795,P08069
P05796,P28222
P05797,P16220
P05798,P82251
P05799,P0AFI2
P05800,P28223
P05801,P68344
P05802,Q9UHC9
P05803,P28908
P05804,P80404
P05805,Q9F0I5
P05806,P35354
P05807,P29218
P05808,Q9NPC2
P05809,P02787
P05810,P10636
P05811,Q02643
P05812,P01375
P05813,P51512
P05814,P78334
P05815,P28161
P05816,Q8DNB6
P05817,Q6NSD4
P05818,P11229
P05819,Q01959
P05820,O15403
P05821,P54619
P05822,P14416
P05823,P02787
P05824,P50406
P05825,P28074
P05826,Q8N1C3
P05827,P00734
P05828,P35520
P05829,Q9H306
P05830,Q8IUZ5
P05831,P72161
P05832,P41595
P05833,Q9BYF1
P05834,P28223
P05835,Q07001
P05836,P14416
P05837,P16435
P05838,P13945
P05839,P00734
P05840,Q9UPY5
P05841,P14784
P05842,P30518
P05843,Q01118
P05844,P16389
P05845,Q08289
P05846,P34903
P05847,Q4W8W1
P05848,Q16445
P05849,P08519
P05850,Q16445
P05851,P09237
P05852,P0A3M6
P05853,P78540
P05854,P08172
P05855,Q04609
P05856,P48039
P05857,O43246
P05858,P07550
P05859,Q99884
P05860,P41252
P05861,Q99250
P05862,P21917
P05863,O43923
P05864,P35610
P05865,P31785
P05866,P12821
P05867,P04054
P05868,P17735
P05869,Q9NXG6
P05870,P07550
P05871,O00591
P05872,P28476
P05873,P16083
P05874,P30542
P05875,P49585
P05876,O14764
P05877,Q13547
P05878,P14598
P05879,Q05901
P05880,P35348
P05881,Q8N0U8
P05882,P54687
P05883,P22894
P05884,P00374
P05885,Q07021
P05886,Q16445
P05887,P16070
P05888,P35348
P05889,Q01718
P05890,P11473
P05891,P11021
P05892,P08172
P05893,P42262
P05894,P55809
P05895,O00591
P05896,Q99712
P05897,P35367
P05898,P03176
P05899,O95263
P05900,P02763
P05901,Q92206
P05902,P06715
P05903,Q72547
P05904,Q9UJ70
P05905,P28221
P05906,P07225
P05907,P0AFI2
P05908,P42898
P05909,P47870
P05910,O43741
P05911,P23416
P05912,Q92569
P05913,P12821
P05914,Q9H228
P05915,Q9H252
P05916,P54802
P05917,P25100
P05918,Q5T6L4
P05919,P18505
P05920,Q12879
P05921,P08173
P05922,Q54873
P05923,P28222
P05924,P0C0X1
P05925,P47870
P05926,Q03181
P05927,P28222
P05928,P36969
P05929,Q05586
P05930,Q13946
P05931,P12821
P05932,Q9NYX4
P05933,P35372
P05934,P02918
P05935,Q13224
P05936,Q04760
P05937,P42336
P05938,P13631
P05939,Q16445
P05940,Q15046
P05941,Q08289
P05942,Q9GZZ6
P05943,P30044
P05944,P54577
P05945,P14867
P05946,P31644
P05947,P47870
P05948,P51512
P05949,P29474
P05950,P42336
P05951,P42574
P05952,O60494
P05953,P24046
P05954,P14784
P05955,P35368
P05956,Q9NZV8
P05957,P35348
P05958,O14920
P05959,P47989
P05960,Q888A4
P05961,P21917
P05962,P66010
P05963,P14410
P05964,Q16671
P05965,P24298
P05966,P43116
P05967,Q96RJ0
P05968,P20648
P05969,P15559
P05970,P20711
P05971,Q8DR59
P05972,P45059
P05973,P14416
P05974,Q99884
P05975,P09467
P05976,P32418
P05977,Q8DNB6
P05978,P26439
P05979,P32297
P05980,P32297
P05981,P12821
P05982,P55017
P05983,Q9QNF7
P05984,O90777
P05985,P04150
P05986,O14717
P05987,P21728
P05988,P05107
P05989,P08913
P05990,P00807
P05991,O00591
P05992,O94956
P05993,Q8TCU5
P05994,Q7RTV2
P05995,P17405
P05996,P00811
P05997,P04150
P05998,Q91RS4
P05999,P31645
P06000,Q9NY59
P06001,P25100
P06002,P04070
P06003,P04839
P06004,P11137
P06005,P37231
P06006,P40261
P06007,P06401
P06008,Q4ZHU6
P06009,P10613
P06010,Q9UP95
P06011,Q9L888
P06012,P33527
P06013,P35367
P06014,P35754
P06015,P18825
P06016,Q13564
P06017,O15270
P06018,P07766
P06019,Q13698
P06020,P00505
P06021,P45381
P06022,P06401
P06023,P14867
P06024,P21266
P06025,P35372
P06026,Q02809
P06027,P21918
P06028,P09172
P06029,Q9NY47
P06030,P02763
P06031,P18507
P06032,P00582
P06033,P10276
P06034,P07204
P06035,P16083
P06036,Q16873
P06037,P21728
P06038,P01583
P06039,Q8DNB6
P06040,P24300
P06041,O15399
P06042,Q9Y275
P06043,Q56839
P06044,P00374
P06045,P55263
P06046,P06401
P06047,P28221
P06048,P14598
P06049,P31645
P06050,Q9Z4P0
P06051,P11229
P06052,Q7Z2H8
P06053,P11229
P06054,P78362
P06055,P02919
P06056,P25100
P06057,P46098
P06058,P03176
P06059,P06401
P06060,P12268
P06061,P21728
P06062,P10696
P06063,P43700
P06064,P29120
P06065,P47870
P06066,Q7SID9
P06067,Q9H252
P06068,O14880
P06069,P04150
P06070,Q13621
P06071,P26439
P06072,Q9ULZ9
P06073,Q9NR33
P06074,O15530
P06075,P28223
P06076,Q6NS38
P06077,Q16445
P06078,Q14573
P06079,P08588
P06080,P08913
P06081,Q04828
P06082,P0AD68
P06083,Q01118
P06084,P49589
P06085,P45880
P06086,P35368
P06087,P04424
P06088,P07550
P06089,Q9BYV1
P06090,P47869
P06091,O60674
P06092,Q8IWT1
P06093,P55263
P06094,P26676
P06095,P35499
P06096,Q05603
P06097,Q04782
P06098,O60840
P06099,P15692
P06100,O75936
P06101,Q9NR97
P06102,P31639
P06103,O15528
P06104,Q9BZV2
P06105,P72525
P06106,P34903
P06107,P41972
P06108,Q16647
P06109,P46925
P06110,P48169
P06111,P35372
P06112,P27361
P06113,P0AEB3
P06114,P08172
P06115,Q15067
P06116,P61626
P06117,P38435
P06118,Q99835
P06119,P30049
P06120,O15528
P06121,P43088
P06122,P18507
P06123,P31645
P06124,P01579
P06125,P24093
P06126,P41595
P06127,P43007
P06128,P36544
P06129,Q9NPC2
P06130,P28335
P06131,P02585
P06132,P28222
P06133,O95264
P06134,P21549
P06135,P09848
P06136,P37063
P06137,P09546
P06138,Q8TCU5
P06139,P54284
P06140,P08913
P06141,Q8N9I0
P06142,Q99928
P06143,P48549
P06144,O15111
P06145,P0A7X3
P06146,P21802
P06147,Q9NSA0
P06148,P08588
P06149,Q9H2M3
P06150,P0AC13
P06151,Q02768
P06152,Q13224
P06153,P51692
P06154,Q16445
P06155,O95477
P06156,P10721
P06157,P08373
P06158,Q8NBN7
P06159,Q14032
P06160,P78334
P06161,Q7Z2H8
P06162,P02919
P06163,Q8TCC7
P06164,P48169
P06165,Q99250
P06166,P07204
P06167,P25101
P06168,P28221
P06169,P0A9P4
P06170,P22303
P06171,P04229
P06172,P07550
P06173,Q9UDX3
P06174,Q14654
P06175,P01583
P06176,P28335
P06177,P27708
P06178,O76054
P06179,P05231
P06180,P30939
P06181,P29274
P06182,P28472
P06183,O75936
P06184,P22748
P06185,Q6NS38
P06186,P41143
P06187,Q9Y4W6
P06188,P27815
P06189,P12318
P06190,O76074
P06191,Q02641
P06192,P0A7X3
P06193,Q9UJT1
P06194,P47870
P06195,Q7SID9
P06196,P0A7U3
P06197,Q99624
P06198,P31644
P06199,P78352
P06200,P02675
P06201,Q13332
P06202,Q9UKV0
P06203,Q00266
P06204,P25021
P06205,Q91RS4
P06206,P83223
P06207,P14625
P06208,P11229
P06209,Q9NZK7
P06210,P21728
P06211,P12532
P06212,P12821
P06213,Q13882
P06214,P54646
P06215,P21554
P06216,C1KC03
P06217,Q9RVD6
P06218,P21964
P06219,P11137
P06220,O14764
P06221,P05556
P06222,P28221
P06223,P38606
P06224,P35368
P06225,O95069
P06226,Q13224
P06227,P05129
P06228,Q16558
P06229,P06737
P06230,O60840
P06231,P54687
P06232,P32745
P06233,P77967
P06234,Q9ULW8
P06235,P12081
P06236,P13631
P06237,P08519
P06238,P54289
P06239,P59768
P06240,P20309
P06241,P08729
P06242,O95477
P06243,P49902
P06244,Q6TME4
P06245,P17658
P06246,P26358
P06247,Q02750
P06248,P31644
P06249,P49146
P06250,P41595
P06251,Q9BYC2
P06252,O60656
P06253,Q9UN88
P06254,Q13131
P06255,P02919
P06256,P15559
P06257,P22033
P06258,P0A3M6
P06259,Q13936
P06260,P0A6E4
P06261,P20309
P06262,Q9H6Z9
P06263,Q9GZT4
P06264,P43005
P06265,P10275
P06266,Q13224
P06267,P28223
P06268,P04275
P06269,Q15825
P06270,P77390
P06271,P07550
P06272,Q99643
P06273,P18405
P06274,Q96S86
P06275,P30926
P06276,P13843
P06277,P20309
P06278,P55263
P06279,P78334
P06280,P16435
P06281,P35869
P06282,P13727
P06283,O00591
P06284,P00966
P06285,P35348
P06286,P10635
P06287,Q16445
P06288,P52895
P06289,O00591
P06290,P17181
P06291,P30542
P06292,P31644
P06293,P35354
P06294,P18846
P06295,Q13946
P06296,Q9H3N8
P06297,P04070
P06298,P21917
P06299,O43451
P06300,P07202
P06301,P0A7V8
P06302,Q8IWT1
P06303,Q92952
P06304,Q8DNB6
P06305,Q96PR1
P06306,P0AG59
P06307,P13688
P06308,P19113
P06309,P49888
P06310,Q14524
P06311,Q9UM73
P06312,P47869
P06313,P08697
P06314,P29218
P06315,P15260
P06316,Q60FT7
P06317,P10253
P06318,P28223
P06319,P01130
P06320,O60931
P06321,Q8N9I0
P06322,P23975
P06323,P17302
P06324,P05023
P06325,P54646
P06326,P10415
P06327,O43451
P06328,P28472
P06329,P49888
P06330,P14780
P06331,Q9H3N8
P06332,P43700
P06333,P32297
P06334,P37062
P06335,O60882
P06336,P54687
P06337,P14780
P06338,Q9H6Z9
P06339,O75746
P06340,P19652
P06341,P07510
P06342,Q01959
P06343,P41743
P06344,Q72874
P06345,Q9BQB6
P06346,P35367
P06347,Q15046
P06348,P26358
P06349,Q9UDX4
P06350,P11388
P06351,P35499
P06352,Q7Z2H8
P06353,P33402
P06354,P41595
P06355,Q8N119
P06356,P08588
P06357,Q8NI22
P06358,P37023
P06359,Q02127
P06360,P08588
P06361,Q14654
P06362,P14416
P06363,Q9NR19
P06364,P18925
P06365,P25103
P06366,P43700
P06367,Q7L5Y9
P06368,P78334
P06369,O76083
P06370,P35368
P06371,P35408
P06372,Q8DR59
P06373,Q14500
P06374,P21964
P06375,P0A7S9
P06376,Q13002
P06377,Q86UW8
P06378,Q8N1C3
P06379,Q9HCR9
P06380,P08172
P06381,P58558
P06382,P08588
P06383,P05981
P06384,P04150
P06385,P62993
P06386,Q13002
P06387,P48651
P06388,P23141
P06389,P18848
P06390,O00591
P06391,Q7L3T8
P06392,P47869
P06393,O95190
P06394,P04150
P06395,P0A9P4
P06396,P0A7X3
P06397,P00797
P06398,P13945
P06399,P47901
P06400,P15104
P06401,Q9NS18
P06402,P11498
P06403,Q8N0U8
P06404,P83223
P06405,Q8IVL6
P06406,P35367
P06407,Q60FT7
P06408,P55011
P06409,P11388
P06410,Q99928
P06411,Q05901
P06412,P21397
P06413,P78334
