drug_id,protein_id,interaction
D04193,P04193,1
D04194,P04194,0
D04195,P04195,1
D04196,P04196,0
D04197,P04197,1
D04198,P04198,0
D04199,P04199,1
D04200,P04200,0
D04201,P04201,1
D04202,P04202,0
D04203,P04203,1
D04204,P04204,0
D04205,P04205,1
D04206,P04206,0
D04207,P04207,1
D04208,P04208,0
D04209,P04209,1
D04210,P04210,0
D04211,P04211,1
D04212,P04212,0
D04213,P04213,1
D04214,P04214,0
D04215,P04215,1
D04216,P04216,0
D04217,P04217,1
D04218,P04218,0
D04219,P04219,1
D04220,P04220,0
D04221,P04221,1
D04222,P04222,0
D04223,P04223,1
D04224,P04224,0
D04225,P04225,1
D04226,P04226,0
D04227,P04227,1
D04228,P04228,0
D04229,P04229,1
D04230,P04230,0
D04231,P04231,1
D04232,P04232,0
D04233,P04233,1
D04234,P04234,0
D04235,P04235,1
D04236,P04236,0
D04237,P04237,1
D04238,P04238,0
D04239,P04239,1
D04240,P04240,0
D04241,P04241,1
D04242,P04242,0
D04243,P04243,1
D04244,P04244,0
D04245,P04245,1
D04246,P04246,0
D04247,P04247,1
D04248,P04248,0
D04249,P04249,1
D04250,P04250,0
D04251,P04251,1
D04252,P04252,0
D04253,P04253,1
D04254,P04254,0
D04255,P04255,1
D04256,P04256,0
D04257,P04257,1
D04258,P04258,0
D04259,P04259,1
D04260,P04260,0
D04261,P04261,1
D04262,P04262,0
D04263,P04263,1
D04264,P04264,0
D04265,P04265,1
D04266,P04266,0
D04267,P04267,1
D04268,P04268,0
D04269,P04269,1
D04270,P04270,0
D04271,P04271,1
D04272,P04272,0
D04273,P04273,1
D04274,P04274,0
D04275,P04275,1
D04276,P04276,0
D04277,P04277,1
D04278,P04278,0
D04279,P04279,1
D04280,P04280,0
D04281,P04281,1
D04282,P04282,0
D04283,P04283,1
D04284,P04284,0
D04285,P04285,1
D04286,P04286,0
D04287,P04287,1
D04288,P04288,0
D04289,P04289,1
D04290,P04290,0
D04291,P04291,1
D04292,P04292,0
D04293,P04293,1
D04294,P04294,0
D04295,P04295,1
D04296,P04296,0
D04297,P04297,1
D04298,P04298,0
D04299,P04299,1
D04300,P04300,0
D04301,P04301,1
D04302,P04302,0
D04303,P04303,1
D04304,P04304,0
D04305,P04305,1
D04306,P04306,0
D04307,P04307,1
D04308,P04308,0
D04309,P04309,1
D04310,P04310,0
D04311,P04311,1
D04312,P04312,0
D04313,P04313,1
D04314,P04314,0
D04315,P04315,1
D04316,P04316,0
D04317,P04317,1
D04318,P04318,0
D04319,P04319,1
D04320,P04320,0
D04321,P04321,1
D04322,P04322,0
D04323,P04323,1
D04324,P04324,0
D04325,P04325,1
D04326,P04326,0
D04327,P04327,1
D04328,P04328,0
D04329,P04329,1
D04330,P04330,0
D04331,P04331,1
D04332,P04332,0
D04333,P04333,1
D04334,P04334,0
D04335,P04335,1
D04336,P04336,0
D04337,P04337,1
D04338,P04338,0
D04339,P04339,1
D04340,P04340,0
D04341,P04341,1
D04342,P04342,0
D04343,P04343,1
D04344,P04344,0
D04345,P04345,1
D04346,P04346,0
D04347,P04347,1
D04348,P04348,0
D04349,P04349,1
D04350,P04350,0
D04351,P04351,1
D04352,P04352,0
D04353,P04353,1
D04354,P04354,0
D04355,P04355,1
D04356,P04356,0
D04357,P04357,1
D04358,P04358,0
D04359,P04359,1
D04360,P04360,0
D04361,P04361,1
D04362,P04362,0
D04363,P04363,1
D04364,P04364,0
D04365,P04365,1
D04366,P04366,0
D04367,P04367,1
D04368,P04368,0
D04369,P04369,1
D04370,P04370,0
D04371,P04371,1
D04372,P04372,0
D04373,P04373,1
D04374,P04374,0
D04375,P04375,1
D04376,P04376,0
D04377,P04377,1
D04378,P04378,0
D04379,P04379,1
D04380,P04380,0
D04381,P04381,1
D04382,P04382,0
D04383,P04383,1
D04384,P04384,0
D04385,P04385,1
D04386,P04386,0
D04387,P04387,1
D04388,P04388,0
D04389,P04389,1
D04390,P04390,0
D04391,P04391,1
D04392,P04392,0
D04393,P04393,1
D04394,P04394,0
D04395,P04395,1
D04396,P04396,0
D04397,P04397,1
D04398,P04398,0
D04399,P04399,1
D04400,P04400,0
D04401,P04401,1
D04402,P04402,0
D04403,P04403,1
D04404,P04404,0
D04405,P04405,1
D04406,P04406,0
D04407,P04407,1
D04408,P04408,0
D04409,P04409,1
D04410,P04410,0
D04411,P04411,1
D04412,P04412,0
D04413,P04413,1
D04414,P04414,0
D04415,P04415,1
D04416,P04416,0
D04417,P04417,1
D04418,P04418,0
D04419,P04419,1
D04420,P04420,0
D04421,P04421,1
D04422,P04422,0
D04423,P04423,1
D04424,P04424,0
D04425,P04425,1
D04426,P04426,0
D04427,P04427,1
D04428,P04428,0
D04429,P04429,1
D04430,P04430,0
D04431,P04431,1
D04432,P04432,0
D04433,P04433,1
D04434,P04434,0
D04435,P04435,1
D04436,P04436,0
D04437,P04437,1
D04438,P04438,0
D04439,P04439,1
D04440,P04440,0
D04441,P04441,1
D04442,P04442,0
D04443,P04443,1
D04444,P04444,0
D04445,P04445,1
D04446,P04446,0
D04447,P04447,1
D04448,P04448,0
D04449,P04449,1
D04450,P04450,0
D04451,P04451,1
D04452,P04452,0
D04453,P04453,1
D04454,P04454,0
D04455,P04455,1
D04456,P04456,0
D04457,P04457,1
D04458,P04458,0
D04459,P04459,1
D04460,P04460,0
D04461,P04461,1
D04462,P04462,0
D04463,P04463,1
D04464,P04464,0
D04465,P04465,1
D04466,P04466,0
D04467,P04467,1
D04468,P04468,0
D04469,P04469,1
D04470,P04470,0
D04471,P04471,1
D04472,P04472,0
D04473,P04473,1
D04474,P04474,0
D04475,P04475,1
D04476,P04476,0
D04477,P04477,1
D04478,P04478,0
D04479,P04479,1
D04480,P04480,0
D04481,P04481,1
D04482,P04482,0
D04483,P04483,1
D04484,P04484,0
D04485,P04485,1
D04486,P04486,0
D04487,P04487,1
D04488,P04488,0
D04489,P04489,1
D04490,P04490,0
D04491,P04491,1
D04492,P04492,0
D04493,P04493,1
D04494,P04494,0
D04495,P04495,1
D04496,P04496,0
D04497,P04497,1
D04498,P04498,0
D04499,P04499,1
D04500,P04500,0
D04501,P04501,1
D04502,P04502,0
D04503,P04503,1
D04504,P04504,0
D04505,P04505,1
D04506,P04506,0
D04507,P04507,1
D04508,P04508,0
D04509,P04509,1
D04510,P04510,0
D04511,P04511,1
D04512,P04512,0
D04513,P04513,1
D04514,P04514,0
D04515,P04515,1
D04516,P04516,0
D04517,P04517,1
D04518,P04518,0
D04519,P04519,1
D04520,P04520,0
D04521,P04521,1
D04522,P04522,0
D04523,P04523,1
D04524,P04524,0
D04525,P04525,1
D04526,P04526,0
D04527,P04527,1
D04528,P04528,0
D04529,P04529,1
D04530,P04530,0
D04531,P04531,1
D04532,P04532,0
D04533,P04533,1
D04534,P04534,0
D04535,P04535,1
D04536,P04536,0
D04537,P04537,1
D04538,P04538,0
D04539,P04539,1
D04540,P04540,0
D04541,P04541,1
D04542,P04542,0
D04543,P04543,1
D04544,P04544,0
D04545,P04545,1
D04546,P04546,0
D04547,P04547,1
D04548,P04548,0
D04549,P04549,1
D04550,P04550,0
D04551,P04551,1
D04552,P04552,0
D04553,P04553,1
D04554,P04554,0
D04555,P04555,1
D04556,P04556,0
D04557,P04557,1
D04558,P04558,0
D04559,P04559,1
D04560,P04560,0
D04561,P04561,1
D04562,P04562,0
D04563,P04563,1
D04564,P04564,0
D04565,P04565,1
D04566,P04566,0
D04567,P04567,1
D04568,P04568,0
D04569,P04569,1
D04570,P04570,0
D04571,P04571,1
D04572,P04572,0
D04573,P04573,1
D04574,P04574,0
D04575,P04575,1
D04576,P04576,0
D04577,P04577,1
D04578,P04578,0
D04579,P04579,1
D04580,P04580,0
D04581,P04581,1
D04582,P04582,0
D04583,P04583,1
D04584,P04584,0
D04585,P04585,1
D04586,P04586,0
D04587,P04587,1
D04588,P04588,0
D04589,P04589,1
D04590,P04590,0
D04591,P04591,1
D04592,P04592,0
D04593,P04593,1
D04594,P04594,0
D04595,P04595,1
D04596,P04596,0
D04597,P04597,1
D04598,P04598,0
D04599,P04599,1
D04600,P04600,0
D04601,P04601,1
D04602,P04602,0
D04603,P04603,1
D04604,P04604,0
D04605,P04605,1
D04606,P04606,0
D04607,P04607,1
D04608,P04608,0
D04609,P04609,1
D04610,P04610,0
D04611,P04611,1
D04612,P04612,0
D04613,P04613,1
D04614,P04614,0
D04615,P04615,1
D04616,P04616,0
D04617,P04617,1
D04618,P04618,0
D04619,P04619,1
D04620,P04620,0
D04621,P04621,1
D04622,P04622,0
D04623,P04623,1
D04624,P04624,0
D04625,P04625,1
D04626,P04626,0
D04627,P04627,1
D04628,P04628,0
D04629,P04629,1
D04630,P04630,0
D04631,P04631,1
D04632,P04632,0
D04633,P04633,1
D04634,P04634,0
D04635,P04635,1
D04636,P04636,0
D04637,P04637,1
D04638,P04638,0
D04639,P04639,1
D04640,P04640,0
D04641,P04641,1
D04642,P04642,0
D04643,P04643,1
D04644,P04644,0
D04645,P04645,1
D04646,P04646,0
D04647,P04647,1
D04648,P04648,0
D04649,P04649,1
D04650,P04650,0
D04651,P04651,1
D04652,P04652,0
D04653,P04653,1
D04654,P04654,0
D04655,P04655,1
D04656,P04656,0
D04657,P04657,1
D04658,P04658,0
D04659,P04659,1
D04660,P04660,0
D04661,P04661,1
D04662,P04662,0
D04663,P04663,1
D04664,P04664,0
D04665,P04665,1
D04666,P04666,0
D04667,P04667,1
D04668,P04668,0
D04669,P04669,1
D04670,P04670,0
D04671,P04671,1
D04672,P04672,0
D04673,P04673,1
D04674,P04674,0
D04675,P04675,1
D04676,P04676,0
D04677,P04677,1
D04678,P04678,0
D04679,P04679,1
D04680,P04680,0
D04681,P04681,1
D04682,P04682,0
D04683,P04683,1
D04684,P04684,0
D04685,P04685,1
D04686,P04686,0
D04687,P04687,1
D04688,P04688,0
D04689,P04689,1
D04690,P04690,0
D04691,P04691,1
D04692,P04692,0
D04693,P04693,1
D04694,P04694,0
D04695,P04695,1
D04696,P04696,0
D04697,P04697,1
D04698,P04698,0
D04699,P04699,1
D04700,P04700,0
D04701,P04701,1
D04702,P04702,0
D04703,P04703,1
D04704,P04704,0
D04705,P04705,1
D04706,P04706,0
D04707,P04707,1
D04708,P04708,0
D04709,P04709,1
D04710,P04710,0
D04711,P04711,1
D04712,P04712,0
D04713,P04713,1
D04714,P04714,0
D04715,P04715,1
D04716,P04716,0
D04717,P04717,1
D04718,P04718,0
D04719,P04719,1
D04720,P04720,0
D04721,P04721,1
D04722,P04722,0
D04723,P04723,1
D04724,P04724,0
D04725,P04725,1
D04726,P04726,0
D04727,P04727,1
D04728,P04728,0
D04729,P04729,1
D04730,P04730,0
D04731,P04731,1
D04732,P04732,0
D04733,P04733,1
D04734,P04734,0
D04735,P04735,1
D04736,P04736,0
D04737,P04737,1
D04738,P04738,0
D04739,P04739,1
D04740,P04740,0
D04741,P04741,1
D04742,P04742,0
D04743,P04743,1
D04744,P04744,0
D04745,P04745,1
D04746,P04746,0
D04747,P04747,1
D04748,P04748,0
D04749,P04749,1
D04750,P04750,0
D04751,P04751,1
D04752,P04752,0
D04753,P04753,1
D04754,P04754,0
D04755,P04755,1
D04756,P04756,0
D04757,P04757,1
D04758,P04758,0
D04759,P04759,1
D04760,P04760,0
D04761,P04761,1
D04762,P04762,0
D04763,P04763,1
D04764,P04764,0
D04765,P04765,1
D04766,P04766,0
D04767,P04767,1
D04768,P04768,0
D04769,P04769,1
D04770,P04770,0
D04771,P04771,1
D04772,P04772,0
D04773,P04773,1
D04774,P04774,0
D04775,P04775,1
D04776,P04776,0
D04777,P04777,1
D04778,P04778,0
D04779,P04779,1
D04780,P04780,0
D04781,P04781,1
D04782,P04782,0
D04783,P04783,1
D04784,P04784,0
D04785,P04785,1
D04786,P04786,0
D04787,P04787,1
D04788,P04788,0
D04789,P04789,1
D04790,P04790,0
D04791,P04791,1
D04792,P04792,0
D04793,P04793,1
D04794,P04794,0
D04795,P04795,1
D04796,P04796,0
D04797,P04797,1
D04798,P04798,0
D04799,P04799,1
D04800,P04800,0
D04801,P04801,1
D04802,P04802,0
D04803,P04803,1
D04804,P04804,0
D04805,P04805,1
D04806,P04806,0
D04807,P04807,1
D04808,P04808,0
D04809,P04809,1
D04810,P04810,0
D04811,P04811,1
D04812,P04812,0
D04813,P04813,1
D04814,P04814,0
D04815,P04815,1
D04816,P04816,0
D04817,P04817,1
D04818,P04818,0
D04819,P04819,1
D04820,P04820,0
D04821,P04821,1
D04822,P04822,0
D04823,P04823,1
D04824,P04824,0
D04825,P04825,1
D04826,P04826,0
D04827,P04827,1
D04828,P04828,0
D04829,P04829,1
D04830,P04830,0
D04831,P04831,1
D04832,P04832,0
D04833,P04833,1
D04834,P04834,0
D04835,P04835,1
D04836,P04836,0
D04837,P04837,1
D04838,P04838,0
D04839,P04839,1
D04840,P04840,0
D04841,P04841,1
D04842,P04842,0
D04843,P04843,1
D04844,P04844,0
D04845,P04845,1
D04846,P04846,0
D04847,P04847,1
D04848,P04848,0
D04849,P04849,1
D04850,P04850,0
D04851,P04851,1
D04852,P04852,0
D04853,P04853,1
D04854,P04854,0
D04855,P04855,1
D04856,P04856,0
D04857,P04857,1
D04858,P04858,0
D04859,P04859,1
D04860,P04860,0
D04861,P04861,1
D04862,P04862,0
D04863,P04863,1
D04864,P04864,0
D04865,P04865,1
D04866,P04866,0
D04867,P04867,1
D04868,P04868,0
D04869,P04869,1
D04870,P04870,0
D04871,P04871,1
D04872,P04872,0
D04873,P04873,1
D04874,P04874,0
D04875,P04875,1
D04876,P04876,0
D04877,P04877,1
D04878,P04878,0
D04879,P04879,1
D04880,P04880,0
D04881,P04881,1
D04882,P04882,0
D04883,P04883,1
D04884,P04884,0
D04885,P04885,1
D04886,P04886,0
D04887,P04887,1
D04888,P04888,0
D04889,P04889,1
D04890,P04890,0
D04891,P04891,1
D04892,P04892,0
D04893,P04893,1
D04894,P04894,0
D04895,P04895,1
D04896,P04896,0
D04897,P04897,1
D04898,P04898,0
D04899,P04899,1
D04900,P04900,0
D04901,P04901,1
D04902,P04902,0
D04903,P04903,1
D04904,P04904,0
D04905,P04905,1
D04906,P04906,0
D04907,P04907,1
D04908,P04908,0
D04909,P04909,1
D04910,P04910,0
D04911,P04911,1
D04912,P04912,0
D04913,P04913,1
D04914,P04914,0
D04915,P04915,1
D04916,P04916,0
D04917,P04917,1
D04918,P04918,0
D04919,P04919,1
D04920,P04920,0
D04921,P04921,1
D04922,P04922,0
D04923,P04923,1
D04924,P04924,0
D04925,P04925,1
D04926,P04926,0
D04927,P04927,1
D04928,P04928,0
D04929,P04929,1
D04930,P04930,0
D04931,P04931,1
D04932,P04932,0
D04933,P04933,1
D04934,P04934,0
D04935,P04935,1
D04936,P04936,0
D04937,P04937,1
D04938,P04938,0
D04939,P04939,1
D04940,P04940,0
D04941,P04941,1
D04942,P04942,0
D04943,P04943,1
D04944,P04944,0
D04945,P04945,1
D04946,P04946,0
D04947,P04947,1
D04948,P04948,0
D04949,P04949,1
D04950,P04950,0
D04951,P04951,1
D04952,P04952,0
D04953,P04953,1
D04954,P04954,0
D04955,P04955,1
D04956,P04956,0
D04957,P04957,1
D04958,P04958,0
D04959,P04959,1
D04960,P04960,0
D04961,P04961,1
D04962,P04962,0
D04963,P04963,1
D04964,P04964,0
D04965,P04965,1
D04966,P04966,0
D04967,P04967,1
D04968,P04968,0
D04969,P04969,1
D04970,P04970,0
D04971,P04971,1
D04972,P04972,0
D04973,P04973,1
D04974,P04974,0
D04975,P04975,1
D04976,P04976,0
D04977,P04977,1
D04978,P04978,0
D04979,P04979,1
D04980,P04980,0
D04981,P04981,1
D04982,P04982,0
D04983,P04983,1
D04984,P04984,0
D04985,P04985,1
D04986,P04986,0
D04987,P04987,1
D04988,P04988,0
D04989,P04989,1
D04990,P04990,0
D04991,P04991,1
D04992,P04992,0
D04993,P04993,1
D04994,P04994,0
D04995,P04995,1
D04996,P04996,0
D04997,P04997,1
D04998,P04998,0
D04999,P04999,1
D05000,P05000,0
D05001,P05001,1
D05002,P05002,0
D05003,P05003,1
D05004,P05004,0
D05005,P05005,1
D05006,P05006,0
D05007,P05007,1
D05008,P05008,0
D05009,P05009,1
D05010,P05010,0
D05011,P05011,1
D05012,P05012,0
D05013,P05013,1
D05014,P05014,0
D05015,P05015,1
D05016,P05016,0
D05017,P05017,1
D05018,P05018,0
D05019,P05019,1
D05020,P05020,0
D05021,P05021,1
D05022,P05022,0
D05023,P05023,1
D05024,P05024,0
D05025,P05025,1
D05026,P05026,0
D05027,P05027,1
D05028,P05028,0
D05029,P05029,1
D05030,P05030,0
D05031,P05031,1
D05032,P05032,0
D05033,P05033,1
D05034,P05034,0
D05035,P05035,1
D05036,P05036,0
D05037,P05037,1
D05038,P05038,0
D05039,P05039,1
D05040,P05040,0
D05041,P05041,1
D05042,P05042,0
D05043,P05043,1
D05044,P05044,0
D05045,P05045,1
D05046,P05046,0
D05047,P05047,1
D05048,P05048,0
D05049,P05049,1
D05050,P05050,0
D05051,P05051,1
D05052,P05052,0
D05053,P05053,1
D05054,P05054,0
D05055,P05055,1
D05056,P05056,0
D05057,P05057,1
D05058,P05058,0
D05059,P05059,1
D05060,P05060,0
D05061,P05061,1
D05062,P05062,0
D05063,P05063,1
D05064,P05064,0
D05065,P05065,1
D05066,P05066,0
D05067,P05067,1
D05068,P05068,0
D05069,P05069,1
D05070,P05070,0
D05071,P05071,1
D05072,P05072,0
D05073,P05073,1
D05074,P05074,0
D05075,P05075,1
D05076,P05076,0
D05077,P05077,1
D05078,P05078,0
D05079,P05079,1
D05080,P05080,0
D05081,P05081,1
D05082,P05082,0
D05083,P05083,1
D05084,P05084,0
D05085,P05085,1
D05086,P05086,0
D05087,P05087,1
D05088,P05088,0
D05089,P05089,1
D05090,P05090,0
D05091,P05091,1
D05092,P05092,0
D05093,P05093,1
D05094,P05094,0
D05095,P05095,1
D05096,P05096,0
D05097,P05097,1
D05098,P05098,0
D05099,P05099,1
D05100,P05100,0
D05101,P05101,1
D05102,P05102,0
D05103,P05103,1
D05104,P05104,0
D05105,P05105,1
D05106,P05106,0
D05107,P05107,1
D05108,P05108,0
D05109,P05109,1
D05110,P05110,0
D05111,P05111,1
D05112,P05112,0
D05113,P05113,1
D05114,P05114,0
D05115,P05115,1
D05116,P05116,0
D05117,P05117,1
D05118,P05118,0
D05119,P05119,1
D05120,P05120,0
D05121,P05121,1
D05122,P05122,0
D05123,P05123,1
D05124,P05124,0
D05125,P05125,1
D05126,P05126,0
D05127,P05127,1
D05128,P05128,0
D05129,P05129,1
D05130,P05130,0
D05131,P05131,1
D05132,P05132,0
D05133,P05133,1
D05134,P05134,0
D05135,P05135,1
D05136,P05136,0
D05137,P05137,1
D05138,P05138,0
D05139,P05139,1
D05140,P05140,0
D05141,P05141,1
D05142,P05142,0
D05143,P05143,1
D05144,P05144,0
D05145,P05145,1
D05146,P05146,0
D05147,P05147,1
D05148,P05148,0
D05149,P05149,1
D05150,P05150,0
D05151,P05151,1
D05152,P05152,0
D05153,P05153,1
D05154,P05154,0
D05155,P05155,1
D05156,P05156,0
D05157,P05157,1
D05158,P05158,0
D05159,P05159,1
D05160,P05160,0
D05161,P05161,1
D05162,P05162,0
D05163,P05163,1
D05164,P05164,0
D05165,P05165,1
D05166,P05166,0
D05167,P05167,1
D05168,P05168,0
D05169,P05169,1
D05170,P05170,0
D05171,P05171,1
D05172,P05172,0
D05173,P05173,1
D05174,P05174,0
D05175,P05175,1
D05176,P05176,0
D05177,P05177,1
D05178,P05178,0
D05179,P05179,1
D05180,P05180,0
D05181,P05181,1
D05182,P05182,0
D05183,P05183,1
D05184,P05184,0
D05185,P05185,1
D05186,P05186,0
D05187,P05187,1
D05188,P05188,0
D05189,P05189,1
D05190,P05190,0
D05191,P05191,1
D05192,P05192,0
D05193,P05193,1
D05194,P05194,0
D05195,P05195,1
D05196,P05196,0
D05197,P05197,1
D05198,P05198,0
D05199,P05199,1
D05200,P05200,0
D05201,P05201,1
D05202,P05202,0
D05203,P05203,1
D05204,P05204,0
D05205,P05205,1
D05206,P05206,0
D05207,P05207,1
D05208,P05208,0
D05209,P05209,1
D05210,P05210,0
D05211,P05211,1
D05212,P05212,0
D05213,P05213,1
D05214,P05214,0
D05215,P05215,1
D05216,P05216,0
D05217,P05217,1
D05218,P05218,0
D05219,P05219,1
D05220,P05220,0
D05221,P05221,1
D05222,P05222,0
D05223,P05223,1
D05224,P05224,0
D05225,P05225,1
D05226,P05226,0
D05227,P05227,1
D05228,P05228,0
D05229,P05229,1
D05230,P05230,0
D05231,P05231,1
D05232,P05232,0
D05233,P05233,1
D05234,P05234,0
D05235,P05235,1
D05236,P05236,0
D05237,P05237,1
D05238,P05238,0
D05239,P05239,1
D05240,P05240,0
D05241,P05241,1
D05242,P05242,0
D05243,P05243,1
D05244,P05244,0
D05245,P05245,1
D05246,P05246,0
D05247,P05247,1
D05248,P05248,0
D05249,P05249,1
D05250,P05250,0
D05251,P05251,1
D05252,P05252,0
D05253,P05253,1
D05254,P05254,0
D05255,P05255,1
D05256,P05256,0
D05257,P05257,1
D05258,P05258,0
D05259,P05259,1
D05260,P05260,0
D05261,P05261,1
D05262,P05262,0
D05263,P05263,1
D05264,P05264,0
D05265,P05265,1
D05266,P05266,0
D05267,P05267,1
D05268,P05268,0
D05269,P05269,1
D05270,P05270,0
D05271,P05271,1
D05272,P05272,0
D05273,P05273,1
D05274,P05274,0
D05275,P05275,1
D05276,P05276,0
D05277,P05277,1
D05278,P05278,0
D05279,P05279,1
D05280,P05280,0
D05281,P05281,1
D05282,P05282,0
D05283,P05283,1
D05284,P05284,0
D05285,P05285,1
D05286,P05286,0
D05287,P05287,1
D05288,P05288,0
D05289,P05289,1
D05290,P05290,0
D05291,P05291,1
D05292,P05292,0
D05293,P05293,1
D05294,P05294,0
D05295,P05295,1
D05296,P05296,0
D05297,P05297,1
D05298,P05298,0
D05299,P05299,1
D05300,P05300,0
D05301,P05301,1
D05302,P05302,0
D05303,P05303,1
D05304,P05304,0
D05305,P05305,1
D05306,P05306,0
D05307,P05307,1
D05308,P05308,0
D05309,P05309,1
D05310,P05310,0
D05311,P05311,1
D05312,P05312,0
D05313,P05313,1
D05314,P05314,0
D05315,P05315,1
D05316,P05316,0
D05317,P05317,1
D05318,P05318,0
D05319,P05319,1
D05320,P05320,0
D05321,P05321,1
D05322,P05322,0
D05323,P05323,1
D05324,P05324,0
D05325,P05325,1
D05326,P05326,0
D05327,P05327,1
D05328,P05328,0
D05329,P05329,1
D05330,P05330,0
D05331,P05331,1
D05332,P05332,0
D05333,P05333,1
D05334,P05334,0
D05335,P05335,1
D05336,P05336,0
D05337,P05337,1
D05338,P05338,0
D05339,P05339,1
D05340,P05340,0
D05341,P05341,1
D05342,P05342,0
D05343,P05343,1
D05344,P05344,0
D05345,P05345,1
D05346,P05346,0
D05347,P05347,1
D05348,P05348,0
D05349,P05349,1
D05350,P05350,0
D05351,P05351,1
D05352,P05352,0
D05353,P05353,1
D05354,P05354,0
D05355,P05355,1
D05356,P05356,0
D05357,P05357,1
D05358,P05358,0
D05359,P05359,1
D05360,P05360,0
D05361,P05361,1
D05362,P05362,0
D05363,P05363,1
D05364,P05364,0
D05365,P05365,1
D05366,P05366,0
D05367,P05367,1
D05368,P05368,0
D05369,P05369,1
D05370,P05370,0
D05371,P05371,1
D05372,P05372,0
D05373,P05373,1
D05374,P05374,0
D05375,P05375,1
D05376,P05376,0
D05377,P05377,1
D05378,P05378,0
D05379,P05379,1
D05380,P05380,0
D05381,P05381,1
D05382,P05382,0
D05383,P05383,1
D05384,P05384,0
D05385,P05385,1
D05386,P05386,0
D05387,P05387,1
D05388,P05388,0
D05389,P05389,1
D05390,P05390,0
D05391,P05391,1
D05392,P05392,0
D05393,P05393,1
D05394,P05394,0
D05395,P05395,1
D05396,P05396,0
D05397,P05397,1
D05398,P05398,0
D05399,P05399,1
D05400,P05400,0
D05401,P05401,1
D05402,P05402,0
D05403,P05403,1
D05404,P05404,0
D05405,P05405,1
D05406,P05406,0
D05407,P05407,1
D05408,P05408,0
D05409,P05409,1
D05410,P05410,0
D05411,P05411,1
D05412,P05412,0
D05413,P05413,1
D05414,P05414,0
D05415,P05415,1
D05416,P05416,0
D05417,P05417,1
D05418,P05418,0
D05419,P05419,1
D05420,P05420,0
D05421,P05421,1
D05422,P05422,0
D05423,P05423,1
D05424,P05424,0
D05425,P05425,1
D05426,P05426,0
D05427,P05427,1
D05428,P05428,0
D05429,P05429,1
D05430,P05430,0
D05431,P05431,1
D05432,P05432,0
D05433,P05433,1
D05434,P05434,0
D05435,P05435,1
D05436,P05436,0
D05437,P05437,1
D05438,P05438,0
D05439,P05439,1
D05440,P05440,0
D05441,P05441,1
D05442,P05442,0
D05443,P05443,1
D05444,P05444,0
D05445,P05445,1
D05446,P05446,0
D05447,P05447,1
D05448,P05448,0
D05449,P05449,1
D05450,P05450,0
D05451,P05451,1
D05452,P05452,0
D05453,P05453,1
D05454,P05454,0
D05455,P05455,1
D05456,P05456,0
D05457,P05457,1
D05458,P05458,0
D05459,P05459,1
D05460,P05460,0
D05461,P05461,1
D05462,P05462,0
D05463,P05463,1
D05464,P05464,0
D05465,P05465,1
D05466,P05466,0
D05467,P05467,1
D05468,P05468,0
D05469,P05469,1
D05470,P05470,0
D05471,P05471,1
D05472,P05472,0
D05473,P05473,1
D05474,P05474,0
D05475,P05475,1
D05476,P05476,0
D05477,P05477,1
D05478,P05478,0
D05479,P05479,1
D05480,P05480,0
D05481,P05481,1
D05482,P05482,0
D05483,P05483,1
D05484,P05484,0
D05485,P05485,1
D05486,P05486,0
D05487,P05487,1
D05488,P05488,0
D05489,P05489,1
D05490,P05490,0
D05491,P05491,1
D05492,P05492,0
D05493,P05493,1
D05494,P05494,0
D05495,P05495,1
D05496,P05496,0
D05497,P05497,1
D05498,P05498,0
D05499,P05499,1
D05500,P05500,0
D05501,P05501,1
D05502,P05502,0
D05503,P05503,1
D05504,P05504,0
D05505,P05505,1
D05506,P05506,0
D05507,P05507,1
D05508,P05508,0
D05509,P05509,1
D05510,P05510,0
D05511,P05511,1
D05512,P05512,0
D05513,P05513,1
D05514,P05514,0
D05515,P05515,1
D05516,P05516,0
D05517,P05517,1
D05518,P05518,0
D05519,P05519,1
D05520,P05520,0
D05521,P05521,1
D05522,P05522,0
D05523,P05523,1
D05524,P05524,0
D05525,P05525,1
D05526,P05526,0
D05527,P05527,1
D05528,P05528,0
D05529,P05529,1
D05530,P05530,0
D05531,P05531,1
D05532,P05532,0
D05533,P05533,1
D05534,P05534,0
D05535,P05535,1
D05536,P05536,0
D05537,P05537,1
D05538,P05538,0
D05539,P05539,1
D05540,P05540,0
D05541,P05541,1
D05542,P05542,0
D05543,P05543,1
D05544,P05544,0
D05545,P05545,1
D05546,P05546,0
D05547,P05547,1
D05548,P05548,0
D05549,P05549,1
D05550,P05550,0
D05551,P05551,1
D05552,P05552,0
D05553,P05553,1
D05554,P05554,0
D05555,P05555,1
D05556,P05556,0
D05557,P05557,1
D05558,P05558,0
D05559,P05559,1
D05560,P05560,0
D05561,P05561,1
D05562,P05562,0
D05563,P05563,1
D05564,P05564,0
D05565,P05565,1
D05566,P05566,0
D05567,P05567,1
D05568,P05568,0
D05569,P05569,1
D05570,P05570,0
D05571,P05571,1
D05572,P05572,0
D05573,P05573,1
D05574,P05574,0
D05575,P05575,1
D05576,P05576,0
D05577,P05577,1
D05578,P05578,0
D05579,P05579,1
D05580,P05580,0
D05581,P05581,1
D05582,P05582,0
D05583,P05583,1
D05584,P05584,0
D05585,P05585,1
D05586,P05586,0
D05587,P05587,1
D05588,P05588,0
D05589,P05589,1
D05590,P05590,0
